FSCSKEY,ClusterNumber_Service,ClusterNumber_Staff,ClusterNumber_Finance,ClusterNumber_Collection
TX0098,Small_8,Small_3,Small_4,Small_1
TX0099,VeryLarge_9,VeryLarge_6,VeryLarge_4,VeryLarge_6
TX0100,Medium_3,Medium_1,Medium_1,Medium_1
TX0101,VeryLarge_9,VeryLarge_6,VeryLarge_4,VeryLarge_1
TX0102,Medium_8,Medium_1,Medium_1,Medium_1
TX0103,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0104,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_5
TX0105,Small_1,Small_1,Small_1,Small_2
TX0106,Large_2,Large_1,Large_1,Large_4
TX0107,Medium_4,Medium_4,Medium_3,Medium_1
TX0108,Small_1,Small_3,Small_4,Small_2
TX0109,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_1
TX0110,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0111,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
TX0112,Medium_4,Medium_3,Medium_3,Medium_1
TX0114,Medium_3,Medium_7,Medium_4,Medium_2
TX0115,Small_1,Small_3,Small_4,Small_2
TX0116,Medium_4,Medium_6,Medium_3,Medium_3
TX0117,Medium_4,Medium_4,Medium_1,Medium_1
TX0118,Medium_4,Medium_6,Medium_1,Medium_7
TX0119,Large_1,Large_1,Large_1,Large_4
TX0120,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0121,Large_6,Large_5,Large_3,Large_3
TX0122,Medium_1,Medium_3,Medium_3,Medium_3
TX0123,Medium_5,Medium_6,Medium_1,Medium_1
TX0124,Medium_7,Medium_4,Medium_1,Medium_1
TX0125,Large_2,Large_2,Large_2,Large_4
TX0126,Large_3,Large_1,Large_3,Large_4
TX0127,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0128,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0129,Medium_5,Medium_4,Medium_3,Medium_3
TX0130,Medium_5,Medium_4,Medium_3,Medium_1
TX0131,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0132,Medium_1,Medium_3,Medium_3,Medium_7
TX0133,Large_4,Large_1,Large_1,Large_1
TX0134,Medium_3,Medium_1,Medium_1,Medium_1
TX0135,Large_1,Large_1,Large_1,Large_4
TX0136,Medium_4,Medium_3,Medium_3,Medium_1
TX0137,Medium_5,Medium_1,Medium_3,Medium_2
TX0138,Medium_5,Medium_1,Medium_1,Medium_1
TX0139,Large_4,Large_2,Large_1,Large_4
TX0140,Medium_3,Medium_1,Medium_1,Medium_1
TX0141,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_3
TX0142,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_2
TX0143,Medium_1,Medium_3,Medium_3,Medium_8
TX0144,Large_3,Large_1,Large_1,Large_4
TX0145,Large_3,Large_1,Large_1,Large_4
TX0146,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_2
TX0147,Medium_5,Medium_7,Medium_4,Medium_2
TX0148,Medium_2,Medium_3,Medium_1,Medium_3
TX0149,Medium_3,Medium_2,Medium_4,Medium_3
TX0150,Large_9,Large_3,Large_3,Large_4
TX0151,Large_2,Large_2,Large_3,Large_4
TX0152,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0153,Medium_3,Medium_1,Medium_3,Medium_1
TX0154,Small_5,Small_6,Small_4,Small_4
TX0155,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0156,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0157,Medium_1,Medium_1,Medium_3,Medium_7
TX0158,Medium_5,Medium_6,Medium_3,Medium_1
TX0159,Large_3,Large_1,Large_1,Large_4
TX0160,Medium_3,Medium_3,Medium_3,Medium_7
TX0161,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0162,Small_3,Small_3,Small_4,Small_1
TX0163,Medium_1,Medium_3,Medium_3,Medium_3
TX0164,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0166,Medium_8,Medium_3,Medium_1,Medium_1
TX0167,Small_4,Small_2,Small_1,Small_2
TX0168,Medium_5,Medium_3,Medium_3,Medium_3
TX0170,Small_3,Small_3,Small_4,Small_4
TX0171,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
TX0172,Small_1,Small_3,Small_5,Small_1
TX0173,Medium_1,Medium_1,Medium_3,Medium_3
TX0174,Small_4,Small_2,Small_1,Small_7
TX0176,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0177,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_2
TX0178,Large_1,Large_2,Large_1,Large_4
TX0179,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
TX0180,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0181,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0182,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0183,Large_5,Large_1,Large_1,Large_4
TX0184,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0186,Medium_1,Medium_3,Medium_3,Medium_3
TX0188,Large_4,Large_1,Large_3,Large_4
TX0189,Medium_3,Medium_4,Medium_1,Medium_3
TX0190,Medium_1,Medium_3,Medium_3,Medium_1
TX0191,Medium_5,Medium_4,Medium_1,Medium_3
TX0192,Medium_1,Medium_3,Medium_3,Medium_3
TX0193,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0194,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0195,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0196,Large_3,Large_2,Large_3,Large_2
TX0198,Medium_5,Medium_3,Medium_1,Medium_1
TX0199,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0200,Medium_4,Medium_3,Medium_3,Medium_1
TX0201,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0202,Medium_1,Medium_3,Medium_3,Medium_7
TX0203,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0204,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_3
TX0205,Medium_8,Medium_1,Medium_1,Medium_1
TX0206,Large_7,Large_1,Large_3,Large_3
TX0207,Medium_4,Medium_6,Medium_1,Medium_1
TX0208,Small_4,Small_2,Small_2,Small_1
TX0210,Large_1,Large_1,Large_1,Large_4
TX0211,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0212,Large_5,Large_1,Large_3,Large_3
TX0213,Medium_7,Medium_7,Medium_4,Medium_5
TX0214,Large_1,Large_2,Large_2,Large_2
TX0215,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0216,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
TX0217,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_2
TX0218,Medium_5,Medium_4,Medium_1,Medium_1
TX0219,Large_3,Large_2,Large_1,Large_4
TX0221,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0222,Medium_4,Medium_1,Medium_3,Medium_3
TX0223,Small_7,Small_3,Small_4,Small_6
TX0224,Large_1,Large_1,Large_1,Large_4
TX0225,Medium_8,Medium_4,Medium_1,Medium_8
TX0226,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0227,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0228,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
TX0229,Large_1,Large_1,Large_1,Large_4
TX0230,Medium_4,Medium_4,Medium_1,Medium_1
TX0231,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0232,Medium_3,Medium_4,Medium_1,Medium_1
TX0233,Large_9,Large_3,Large_3,Large_3
TX0234,Large_1,Large_2,Large_3,Large_4
TX0235,Large_7,Large_2,Large_3,Large_4
TX0236,Medium_1,Medium_3,Medium_3,Medium_3
TX0237,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0238,Medium_5,Medium_3,Medium_3,Medium_3
TX0239,Medium_1,Medium_3,Medium_3,Medium_7
TX0240,Large_3,Large_1,Large_1,Large_1
TX0241,Medium_5,Medium_1,Medium_3,Medium_1
TX0243,Large_3,Large_1,Large_1,Large_1
TX0244,Medium_4,Medium_4,Medium_3,Medium_3
TX0245,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0246,Medium_6,Medium_1,Medium_4,Medium_1
TX0247,VeryLarge_7,VeryLarge_5,VeryLarge_1,VeryLarge_1
TX0248,Large_7,Large_2,Large_3,Large_2
TX0249,Medium_1,Medium_3,Medium_3,Medium_3
TX0250,Medium_5,Medium_1,Medium_3,Medium_1
TX0251,Medium_3,Medium_7,Medium_2,Medium_2
TX0252,Medium_1,Medium_1,Medium_3,Medium_7
TX0254,Medium_5,Medium_4,Medium_3,Medium_1
TX0255,Large_3,Large_1,Large_1,Large_4
TX0256,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0257,Medium_1,Medium_3,Medium_3,Medium_3
TX0258,Medium_4,Medium_4,Medium_4,Medium_1
TX0259,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0260,Medium_5,Medium_3,Medium_3,Medium_1
TX0262,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
TX0263,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
TX0264,Medium_4,Medium_6,Medium_1,Medium_1
TX0265,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0266,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0267,Medium_1,Medium_3,Medium_3,Medium_3
TX0268,Large_1,Large_1,Large_3,Large_4
TX0269,Small_1,Small_1,Small_1,Small_1
TX0271,Large_3,Large_1,Large_1,Large_4
TX0272,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0273,Large_3,Large_1,Large_1,Large_1
TX0274,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0275,Large_5,Large_3,Large_3,Large_4
TX0276,Medium_1,Medium_3,Medium_3,Medium_1
TX0277,Medium_1,Medium_3,Medium_3,Medium_7
TX0278,Medium_5,Medium_1,Medium_1,Medium_3
TX0279,Small_3,Small_3,Small_4,Small_3
TX0281,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0282,Large_1,Large_1,Large_1,Large_1
TX0283,Medium_5,Medium_4,Medium_1,Medium_3
TX0285,Large_1,Large_2,Large_1,Large_4
TX0286,Large_1,Large_2,Large_3,Large_4
TX0287,Medium_4,Medium_3,Medium_1,Medium_5
TX0288,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0289,Medium_4,Medium_4,Medium_3,Medium_1
TX0290,Medium_1,Medium_3,Medium_3,Medium_7
TX0292,Medium_1,Medium_3,Medium_3,Medium_3
TX0294,Large_1,Large_1,Large_1,Large_4
TX0295,Medium_4,Medium_3,Medium_3,Medium_1
TX0297,Large_3,Large_2,Large_1,Large_4
TX0298,Medium_4,Medium_3,Medium_3,Medium_3
TX0299,Medium_4,Medium_4,Medium_3,Medium_3
TX0300,Large_1,Large_2,Large_3,Large_4
TX0301,Large_3,Large_1,Large_1,Large_4
TX0302,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0303,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0304,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0305,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0306,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0308,Large_6,Large_5,Large_2,Large_4
TX0309,Medium_5,Medium_3,Medium_3,Medium_3
TX0310,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0311,Large_1,Large_2,Large_1,Large_4
TX0312,Medium_4,Medium_4,Medium_3,Medium_1
TX0313,Small_1,Small_3,Small_4,Small_7
TX0314,Large_3,Large_1,Large_1,Large_4
TX0315,VeryLarge_3,VeryLarge_3,VeryLarge_2,VeryLarge_2
TX0316,Large_3,Large_1,Large_1,Large_4
TX0317,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0319,Large_1,Large_2,Large_1,Large_4
TX0320,Large_5,Large_1,Large_1,Large_4
TX0321,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0322,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0323,Medium_4,Medium_4,Medium_3,Medium_3
TX0324,Medium_6,Medium_4,Medium_1,Medium_1
TX0325,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0326,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
TX0327,Medium_1,Medium_3,Medium_3,Medium_7
TX0328,Large_5,Large_2,Large_3,Large_4
TX0329,Large_2,Large_2,Large_3,Large_4
TX0330,Medium_3,Medium_6,Medium_1,Medium_1
TX0331,Small_1,Small_5,Small_1,Small_1
TX0332,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0334,Medium_1,Medium_3,Medium_3,Medium_3
TX0335,Medium_1,Medium_3,Medium_3,Medium_7
TX0337,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_2
TX0338,Medium_4,Medium_4,Medium_3,Medium_3
TX0339,Large_3,Large_2,Large_1,Large_4
TX0340,Small_1,Small_3,Small_4,Small_1
TX0342,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0343,Large_1,Large_2,Large_3,Large_4
TX0344,Medium_1,Medium_3,Medium_3,Medium_4
TX0347,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0349,Large_2,Large_2,Large_1,Large_4
TX0350,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0351,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_3
TX0352,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0353,Small_4,Small_4,Small_2,Small_5
TX0354,Medium_1,Medium_3,Medium_3,Medium_3
TX0355,Medium_1,Medium_3,Medium_3,Medium_7
TX0356,Medium_4,Medium_6,Medium_3,Medium_3
TX0357,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0358,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0360,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_5
TX0361,Large_1,Large_1,Large_3,Large_4
TX0362,Large_3,Large_1,Large_1,Large_4
TX0364,Medium_1,Medium_3,Medium_3,Medium_3
TX0365,Medium_5,Medium_4,Medium_3,Medium_7
TX0366,Medium_4,Medium_1,Medium_1,Medium_1
TX0368,Medium_1,Medium_3,Medium_3,Medium_1
TX0369,Large_7,Large_5,Large_2,Large_8
TX0370,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_2
TX0371,Medium_4,Medium_1,Medium_3,Medium_3
TX0372,Medium_5,Medium_3,Medium_3,Medium_1
TX0373,Large_6,Large_4,Large_3,Large_4
TX0374,Small_3,Small_1,Small_2,Small_7
TX0376,Large_3,Large_1,Large_1,Large_4
TX0377,Large_1,Large_2,Large_3,Large_4
TX0378,Medium_4,Medium_3,Medium_3,Medium_3
TX0380,Medium_1,Medium_1,Medium_3,Medium_3
TX0381,Small_4,Small_2,Small_2,Small_2
TX0382,Large_3,Large_1,Large_1,Large_4
TX0383,Medium_1,Medium_3,Medium_3,Medium_3
TX0384,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0385,Large_1,Large_1,Large_1,Large_1
TX0386,Small_1,Small_2,Small_1,Small_2
TX0387,Large_3,Large_1,Large_1,Large_4
TX0388,Medium_1,Medium_3,Medium_3,Medium_8
TX0389,Medium_1,Medium_1,Medium_3,Medium_1
TX0391,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0392,Small_3,Small_1,Small_1,Small_1
TX0393,Large_3,Large_1,Large_1,Large_1
TX0394,Medium_1,Medium_3,Medium_3,Medium_1
TX0395,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0396,Medium_5,Medium_4,Medium_1,Medium_1
TX0397,Large_4,Large_1,Large_1,Large_4
TX0398,Medium_3,Medium_4,Medium_3,Medium_7
TX0400,Medium_6,Medium_1,Medium_4,Medium_1
TX0401,Small_5,Small_3,Small_5,Small_2
TX0402,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_2
TX0403,Medium_3,Medium_4,Medium_3,Medium_3
TX0405,Small_6,Small_3,Small_4,Small_1
TX0406,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0407,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0408,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0409,Small_7,Small_3,Small_5,Small_2
TX0410,Large_3,Large_1,Large_1,Large_4
TX0411,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0412,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0413,Medium_4,Medium_4,Medium_3,Medium_1
TX0414,Medium_4,Medium_3,Medium_3,Medium_3
TX0415,Medium_6,Medium_7,Medium_4,Medium_2
TX0416,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
TX0417,Large_3,Large_1,Large_1,Large_4
TX0418,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0419,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0420,Large_1,Large_1,Large_1,Large_1
TX0421,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0422,Large_4,Large_2,Large_3,Large_4
TX0423,Medium_4,Medium_1,Medium_1,Medium_3
TX0424,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0425,Medium_5,Medium_3,Medium_3,Medium_3
TX0427,Medium_3,Medium_6,Medium_1,Medium_1
TX0428,Medium_4,Medium_6,Medium_3,Medium_3
TX0429,Medium_1,Medium_6,Medium_3,Medium_3
TX0430,Medium_1,Medium_3,Medium_3,Medium_7
TX0431,Medium_6,Medium_4,Medium_3,Medium_1
TX0432,Large_3,Large_1,Large_1,Large_4
TX0434,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0435,Medium_3,Medium_6,Medium_4,Medium_2
TX0436,Medium_1,Medium_3,Medium_3,Medium_1
TX0437,Medium_5,Medium_3,Medium_3,Medium_1
TX0438,Medium_5,Medium_4,Medium_1,Medium_1
TX0439,Medium_6,Medium_6,Medium_1,Medium_2
TX0440,Medium_1,Medium_1,Medium_3,Medium_3
TX0441,Large_3,Large_1,Large_1,Large_4
TX0442,Large_3,Large_1,Large_1,Large_4
TX0443,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_5
TX0444,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0445,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_3
TX0446,Small_3,Small_5,Small_4,Small_4
TX0447,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0448,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0449,Medium_4,Medium_4,Medium_3,Medium_1
TX0450,Medium_5,Medium_4,Medium_1,Medium_1
TX0451,Medium_5,Medium_3,Medium_1,Medium_1
TX0452,Medium_7,Medium_6,Medium_3,Medium_3
TX0453,Small_6,Small_4,Small_1,Small_2
TX0455,Medium_5,Medium_4,Medium_1,Medium_3
TX0456,Small_1,Small_2,Small_5,Small_2
TX0457,Large_3,Large_1,Large_1,Large_4
TX0458,Medium_4,Medium_1,Medium_1,Medium_1
TX0459,Large_3,Large_1,Large_1,Large_4
TX0460,Large_5,Large_1,Large_1,Large_4
TX0461,Medium_4,Medium_1,Medium_1,Medium_1
TX0464,Medium_1,Medium_3,Medium_3,Medium_3
TX0465,Medium_4,Medium_3,Medium_3,Medium_3
TX0466,Medium_4,Medium_3,Medium_3,Medium_8
TX0467,Small_1,Small_3,Small_4,Small_2
TX0468,Medium_4,Medium_3,Medium_1,Medium_3
TX0469,Small_1,Small_5,Small_5,Small_2
TX0470,Medium_1,Medium_3,Medium_3,Medium_1
TX0471,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0473,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0480,Medium_1,Medium_3,Medium_3,Medium_3
TX0481,Medium_6,Medium_6,Medium_3,Medium_1
TX0482,Medium_2,Medium_6,Medium_1,Medium_3
TX0483,Medium_5,Medium_3,Medium_3,Medium_1
TX0484,Large_2,Large_2,Large_3,Large_4
TX0485,Large_1,Large_2,Large_1,Large_4
TX0486,Medium_5,Medium_3,Medium_3,Medium_7
TX0487,Small_4,Small_1,Small_2,Small_2
TX0489,Small_4,Small_4,Small_2,Small_7
TX0493,Medium_1,Medium_3,Medium_3,Medium_3
TX0495,Medium_1,Medium_3,Medium_1,Medium_3
TX0498,Large_3,Large_1,Large_1,Large_1
TX0500,Small_4,Small_4,Small_1,Small_2
TX0503,Small_1,Small_1,Small_2,Small_3
TX0504,Small_4,Small_1,Small_1,Small_2
TX0508,Small_7,Small_5,Small_1,Small_1
TX0509,Medium_5,Medium_3,Medium_3,Medium_3
TX0512,Small_4,Small_5,Small_2,Small_5
TX0514,Large_3,Large_1,Large_1,Large_4
TX0515,Small_3,Small_3,Small_4,Small_2
TX0518,Large_3,Large_1,Large_1,Large_4
TX0521,Large_4,Large_1,Large_1,Large_4
TX0522,Medium_1,Medium_3,Medium_3,Medium_3
TX0526,Medium_1,Medium_1,Medium_3,Medium_3
TX0529,Medium_5,Medium_3,Medium_1,Medium_1
TX0530,Medium_5,Medium_4,Medium_1,Medium_1
TX0532,Large_3,Large_1,Large_1,Large_4
TX0534,Medium_5,Medium_1,Medium_1,Medium_8
TX0536,Small_4,Small_4,Small_2,Small_3
TX0538,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
TX0539,Medium_5,Medium_3,Medium_3,Medium_4
TX0541,Medium_3,Medium_4,Medium_1,Medium_2
TX0544,Small_7,Small_1,Small_2,Small_3
TX0549,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
TX0552,Large_3,Large_1,Large_1,Large_1
TX0559,Large_2,Large_2,Large_3,Large_4
TX0562,Small_4,Small_2,Small_1,Small_2
TX0563,Small_3,Small_3,Small_4,Small_2
TX0564,Large_1,Large_3,Large_3,Large_4
TX0565,Large_1,Large_3,Large_3,Large_4
TX0566,Medium_4,Medium_4,Medium_3,Medium_3
TX0567,Medium_1,Medium_3,Medium_3,Medium_3
TX0569,Small_1,Small_3,Small_4,Small_2
TX0570,Large_2,Large_1,Large_1,Large_4
TX0571,Small_3,Small_5,Small_4,Small_1
TX0573,Large_3,Large_1,Large_1,Large_4
TX0574,Medium_4,Medium_4,Medium_1,Medium_1
TX0577,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0578,Small_1,Small_2,Small_2,Small_2
TX0579,Small_6,Small_6,Small_1,Small_2
TX0580,Medium_3,Medium_4,Medium_1,Medium_1
TX0582,Medium_6,Medium_3,Medium_1,Medium_1
TX0583,Medium_4,Medium_3,Medium_3,Medium_3
TX0620,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0621,Medium_1,Medium_1,Medium_3,Medium_3
TX0622,Medium_4,Medium_1,Medium_1,Medium_3
TX0623,Large_1,Large_1,Large_1,Large_4
TX0624,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0626,Large_2,Large_1,Large_1,Large_4
TX0628,Small_4,Small_4,Small_2,Small_3
TX0629,Small_1,Small_4,Small_1,Small_1
TX0630,Large_6,Large_2,Large_1,Large_4
TX0658,Medium_4,Medium_3,Medium_3,Medium_3
TX0659,Medium_1,Medium_1,Medium_3,Medium_1
TX0660,Large_2,Large_5,Large_2,Large_4
TX0661,Medium_2,Medium_3,Medium_3,Medium_1
TX0662,Small_4,Small_1,Small_2,Small_2
TX0663,Small_6,Small_2,Small_1,Small_1
TX0664,Large_1,Large_5,Large_2,Large_4
TX0665,Medium_4,Medium_6,Medium_3,Medium_3
TX0666,Small_4,Small_4,Small_2,Small_7
TX0667,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0670,Medium_1,Medium_3,Medium_3,Medium_3
TX0675,Large_3,Large_1,Large_1,Large_4
TX0676,Small_6,Small_1,Small_1,Small_2
TX0677,Small_5,Small_6,Small_4,Small_2
TX0678,Medium_4,Medium_3,Medium_3,Medium_3
TX0679,Small_1,Small_2,Small_2,Small_5
TX0680,Medium_1,Medium_3,Medium_3,Medium_7
TX0682,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0686,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
TX0687,Large_3,Large_1,Large_1,Large_4
TX0688,Small_6,Small_1,Small_1,Small_2
TX0689,Large_3,Large_1,Large_2,Large_4
TX0691,Medium_5,Medium_4,Medium_4,Medium_1
TX0693,Small_1,Small_2,Small_2,Small_2
TX0694,Small_4,Small_4,Small_1,Small_2
TX0696,Large_1,Large_1,Large_1,Large_4
TX0697,Medium_1,Medium_3,Medium_3,Medium_3
TX0698,Medium_1,Medium_3,Medium_1,Medium_1
TX0699,Medium_1,Medium_3,Medium_3,Medium_3
TX0700,Medium_4,Medium_6,Medium_3,Medium_3
TX0701,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
TX0702,Medium_1,Medium_3,Medium_3,Medium_7
TX0703,Large_3,Large_1,Large_1,Large_4
TX0704,Small_1,Small_2,Small_1,Small_3
TX0709,Small_6,Small_3,Small_1,Small_5
TX0710,Medium_3,Medium_5,Medium_2,Medium_1
TX0711,Large_3,Large_1,Large_1,Large_4
TX0713,Small_5,Small_6,Small_4,Small_1
TX0714,Medium_1,Medium_6,Medium_3,Medium_1
TX0716,Large_3,Large_1,Large_1,Large_1
TX0717,Large_9,Large_3,Large_3,Large_4
TX0723,Small_7,Small_2,Small_2,Small_2
TX0724,Large_1,Large_1,Large_1,Large_4
TX0728,Medium_1,Medium_3,Medium_3,Medium_7
TX0729,Small_4,Small_1,Small_1,Small_7
TX0730,Medium_4,Medium_4,Medium_3,Medium_3
TX0732,Medium_4,Medium_1,Medium_1,Medium_3
TX0734,Medium_1,Medium_1,Medium_3,Medium_1
TX0736,Small_1,Small_6,Small_2,Small_3
TX0737,Medium_1,Medium_1,Medium_3,Medium_3
TX0738,Small_6,Small_3,Small_2,Small_2
TX0739,Medium_4,Medium_3,Medium_3,Medium_7
TX0742,Small_1,Small_1,Small_1,Small_5
TX0743,Medium_1,Medium_3,Medium_3,Medium_3
TX0744,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_5
TX0745,Small_3,Small_2,Small_1,Small_5
TX0746,Small_4,Small_1,Small_2,Small_5
TX0747,Medium_1,Medium_3,Medium_3,Medium_7
UT0002,Medium_1,Medium_6,Medium_3,Medium_1
UT0003,Small_7,Small_1,Small_5,Small_2
